ACOP,ATM,ATMFCM,ATMRMB,Address,CDM,CHQ,CHQCUT,CS,Code,Disable,HourAMB,HourRemark,HourSat,HourSun,HourWeekdays,Name,Outlet,SDB,SEC,SubDistrict,WM
False,True,False,True,MTR Austin Station (near Exit B3),True,False,,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Austin Station,,False,False,K01,False
False,True,False,False,MTR  Olympic Station  (near Exit B)<br/>MTR Olympic Station (near Exit E) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Olympic Station,,False,False,K01,False
False,True,False,True,MTR Shek Kip Mei Station (near Exit B)<br/>MTR Shek Kip Mei Station (near Exit C) (With Voice Navigation ATM),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Shek Kip Mei Station,,False,False,K02,False
False,True,False,True,Main Entrance of Ancillary Facilities Block of Shek Kip Mei Estate (With Voice Navigation ATM),False,False,N,False,NA,True,24-hours,,,,,Shek Kip Mei Estate,,False,False,K02,False
False,True,False,False,MTR Sham Shui Po Station (Exit A) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Sham Shui Po Station,,False,False,K02,False
True,True,False,False,151 Pei Ho Street,True,True,5:00pm,True,329,False,"ATM & Cash Deposit Machine : 24-hours <br/> Cheque Deposit Machine : 09:00 - 17:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Pei Ho Street Branch,BR,True,False,K02,True
False,True,False,True,"Shop No.1, G/F, Heya Aqua, 397 Un Chau Street, Cheung Sha Wan (With Voice Navigation ATM)",True,True,5:30pm,False,NA,True,24 Hours,,,,,Un Chau Street Automated Banking Centre,,False,False,K02,False
True,True,False,False,"Shop M02, Cheung Sha Wan Plaza",True,True,5:00pm,True,368,True,"09:00 - 17:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Cheung Sha Wan Plaza Branch,BR,False,False,K02,True
False,True,False,False,MTR Cheung Sha Wan Station (near Exit A),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Cheung Sha Wan Station,,False,False,K02,False
False,True,False,False,"17 Cheung Shun Street, Cheung Sha Wan",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,The Maxim's Centre,,False,False,K02,False
False,True,False,False,MTR Lai Chi Kok Station (near Exit A),False,False,N,True,322,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),Counter Service,10:00 - 14:00,,10:00 - 18:00,MTR Lai Chi Kok Station (MTR Station Office),MTR,False,False,K02,False
False,True,False,True,MTR Lai Chi Kok Station (near Exit D) (With Voice Navigation ATM),False,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Lai Chi Kok Station,,False,False,K02,False
False,True,False,False,MTR Mei Foo Station (near Exit B) (With Voice Navigation ATM)<br/>MTR Mei Foo Station (West Rail Line paid concourse),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Mei Foo Station,,False,False,K02,False
True,True,False,False,10 Nassau Street,True,True,5:30pm,True,254,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Mei Foo Sun Chuen (Nassau Street) Branch,BR,False,False,K02,True
False,True,False,False,MTR Nam Cheong Station (near Exit D)<br/>MTR Nam Cheong Station (paid concourse) (With Voice Navigation ATM),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Nam Cheong Station,,False,False,K02,False
False,True,False,True,MTR Kowloon Tong Station  (near Exit E)<br/>MTR Kowloon Tong Station  (East Rail Line near Exit H)<br/>MTR Kowloon Tong Station  (paid concourse near Exit C)<br/>MTR MTR Kowloon Tong Station (paid concourse) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Kowloon Tong Station,,False,False,K03,False
True,True,False,True,"Level 3, Academic Building, City University of HK",True,True,5:30pm,True,359,True,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,,,09:00 - 17:00,City University Branch,BR,False,False,K03,True
False,True,False,False,"4/F, Amenities Building, City University of Hong Kong",False,False,N,False,NA,True,24-hours,,,,,City University,,False,False,K03,False
True,True,False,True,"4/F, Sir Run Run Shaw Building, HK Baptist University",True,False,,True,366,True,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,,,09:00 - 17:00,Baptist University Branch,BR,False,False,K03,True
False,True,False,False,"Level 3, Shaw Campus, The HK Baptist University, Renfrew Road",False,False,N,False,NA,False,24-hours,,,,,Baptist University,,False,False,K03,False
False,True,False,False,"3/F, Block A, Hong Kong Baptist Hospital, 222 Waterloo Road, Kowloon Tong<br/>Waiting Area, EG/F,Block E, Hong Kong Baptist Hospital",False,False,N,False,NA,True,24-hours,,,,,Hong Kong Baptist Hospital,,False,False,K03,False
False,True,False,False,"G/F, Hospital Authority Building, 147B Argyle Street",False,False,N,False,NA,True,24-hours,,,,,Hospital Authority Building,,False,False,K03,False
False,True,False,True,"327 Prince Edward Road, Kowloon",False,False,N,False,NA,True,24-hours,,,,,St. Teresa's Hospital,,False,False,K03,False
True,True,False,True,360 Prince Edward Road,True,True,5:30pm,True,285,False,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Kowloon City Branch,BR,True,False,K03,True
False,True,False,False,"Shop A007, G/F, Ching Long Shopping Centre",True,True,5:30pm,False,NA,True,24 Hours,,,,,Ching Long Shopping Centre Automated Banking Centre,,False,False,K03,False
True,True,False,False,38 Tam Kung Road (With Voice Navigation ATM),True,True,5:30pm,True,230,True,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Tam Kung Road Branch,BR,False,False,K03,True
True,True,False,False,33 To Kwa Wan Road  (With Voice Navigation ATM),True,True,5:00pm,True,298,True,"ATM : 24-hours <br/> Cash & Cheque Deposit Machine : 09:00 - 17:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,To Kwa Wan Branch,BR,True,False,K03,True
False,True,False,True,MTR Hung Hom Station (near Exit C3) (With Voice Navigation ATM),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Hung Hom Station,,False,False,K03,False
True,True,False,True,"Room VA207, The HK Polytechnic University",True,False,N,True,222,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,,,09:00 - 17:00,Polytechnic University Branch,BR,False,False,K03,True
False,True,False,True,MTR Whampoa Station (near Exit B)<br/>MTR Whampoa Station (near Exit D) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Whampoa Station,,False,False,K03,False
False,True,False,True,MTR Ho Man Tin Station (near Exit B) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Ho Man Tin Station,,False,False,K03,False
True,True,False,False,21 Ma Tau Wai Road,True,True,5:00pm,True,276,True,"ATM : 24-hours <br/> Cash & Cheque Deposit Machine : 09:00 - 17:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Hung Hom Branch,BR,True,False,K03,True
False,True,False,False,"Upper G/F, Laguna Mall, 8 Laguna Verde Avenue, Hung Hom",False,False,N,False,NA,True,24-hours,,,,,Laguna Mall,,False,False,K03,False
False,True,False,False,MTR Choi Hung Station (concourse),False,False,N,True,314,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),Counter Service,10:00 - 14:00,,10:00 - 18:00,MTR Choi Hung Station (MTR Station Office),MTR,False,False,K04,False
False,True,False,False,MTR Choi Hung Station (near Exit C) (With Voice Navigation ATM),False,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Choi Hung Station,,False,False,K04,False
False,True,False,False,"Podium Level 1 Floor of the Shops Complex, Kingsford Terrace, No. 8 King Tung Street, Kowloon",True,False,,False,NA,True,Subject to Mall Opening Hours,,,,,Kingsford Terrace Shopping Centre,,False,False,K04,False
False,True,False,False,MTR Diamond Hill Station (near Exit C),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Diamond Hill Station,,False,False,K04,False
False,True,False,True,"Shop No. 103, Level 1, Plaza Hollywood",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Plaza Hollywood Automated Banking Centre,,False,False,K04,False
False,True,False,False,"Shop 101, G/F., Lung Poon Court Commercial Centre, Lung Poon Court, Diamond Hill",False,False,N,False,NA,True,24-hours,,,,,Lung Poon Court (Circle-K),,False,False,K04,False
True,True,False,False,56 Tseuk Luk Street,True,True,5:30pm,True,294,False,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,San Po Kong Branch,BR,False,False,K04,True
True,True,False,False,63 Fung Tak Road,True,False,N,True,240,False,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Tsz Wan Shan Branch,BR,True,False,K04,True
False,True,False,False,"Shop 539, Tsz Wan Shan Shopping Centre (With Voice Navigation ATM)",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Tsz Wan Shan Shopping Centre Automated Banking Centre,,False,False,K04,False
False,True,False,False,MTR Wong Tai Sin Station (near Exit D),True,False,N,True,312,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),Counter Service,10:00 - 14:00,,10:00 - 18:00,MTR Wong Tai Sin Station (MTR Station Office),MTR,False,False,K04,False
False,True,False,False,MTR Wong Tai Sin Station (With Voice Navigation ATM) (near Exit C),False,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Wong Tai Sin Station,,False,False,K04,False
True,True,False,False,"Shop No.121A, Level 1, Wong Tai Sin Plaza",True,True,5:30PM,True,200,True,Subject to Mall Opening Hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management / Securities Service,09:00 - 13:00,,09:00 - 17:00,Wong Tai Sin Branch,BR,False,True,K04,True
False,True,False,False,MTR Lok Fu Station (near Exit A),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Lok Fu Station,,False,False,K04,False
True,True,False,False,"Shop G202, Lok Fu Plaza",True,True,5:30pm,True,208,True,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Lok Fu Plaza Branch,BR,False,False,K04,True
False,True,True,False,MTR Kowloon Bay Station Automated Banking Centre (Exit A) (With Foreign Currency ATM)<br/> MTR Kowloon Bay Station Exit A <br/> MTR Kowloon Bay Station Exit B (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Kowloon Bay Station,YFCM,False,False,K05,False
True,True,False,False,"Shop 1, G/F, FTLife Tower, No.18 Sheung Yuet Road",True,True,5:30pm,True,379,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Kowloon Bay (Sheung Yuet Road) Branch,BR,False,False,K05,True
True,True,False,False,"Shop 3B, 1/F, Telford House",True,True,5:30pm,True,781,True,Subject to Mall Opening Hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Kowloon Bay Prestige & Preferred Banking Centre,PNP,False,False,K05,True
False,True,False,False,"Level 2, Telford Plaza I<br/>Common Lobby, Level 2, Telford Plaza II (With Voice Navigation ATM)",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Telford Plaza,,False,False,K05,False
False,True,False,True,"L2, Tower 2 Enterprise Square V, 38 Wang Chiu Road, Kowloon Bay",True,False,,False,NA,True,Subject to Mall Opening Hours,,,,,Megabox Automated Banking Centre,,False,False,K05,False
False,True,False,False,MTR Ngau Tau Kok Station (near Exit A) (With Voice Navigation ATM),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Ngau Tau Kok Station,,False,False,K05,False
True,True,False,False,5 Jordan Valley North Road,True,True,5:00pm,True,279,False,"ATM : 24-hours <br/> Cash & Cheque Deposit Machine : 09:00 - 19:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Ngau Tau Kok Branch,BR,True,False,K05,True
False,True,False,True,MTR Kwun Tong Station (Exit B) (With Voice Navigation ATM)<br/> MTR Kwun Tong Station (concourse)<br/>MTR Kwun Tong Station (near Exit C),True,True,6:00 PM,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Kwun Tong Station,,False,False,K05,False
False,True,False,True,"Concourse Level, APM, Millenium City 5, 418 Kwun Tong Road",False,False,,False,NA,True,Subject to Mall Opening Hours,,,,,APM,,False,False,K05,False
False,True,False,False,"LG, APM, Millenium City 5, 418 Kwun Tong Road",True,True,5:30pm,False,NA,True,24-hours,,,,,APM Automated Banking Centre,,False,False,K05,False
False,True,False,False,"Shop 17, G/F, Kwun Tong Plaza, 68 Hoi Yuen Road, Kwun Tong, Kowloon",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Kwun Tong Plaza Automated Banking Centre,,False,False,K05,False
True,True,False,True,"G/F, Yen Sheng Centre, 64 Hoi Yuen Road",True,False,N,False,936,True,Mon. - Sat. : 11:30 - 19:30,Accounts Opening or Enquiry (Personal)<br/> Know more on iPoint <a target='_blank' href='http://www.hangseng.com/iPoint'>www.hangseng.com/iPoint</a>,11:30 - 19:30,,11:30 - 19:30,Kwun Tong Sales & Service Centre,iPoint,False,False,K05,False
True,True,False,True,55 Hoi Yuen Road,True,False,N,True,347,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Hoi Yuen Road Branch,BR,False,False,K05,True
False,True,False,False,"Site opposite to Shop no. UG03, On Tat Shopping Centre",True,False,,False,NA,True,Subject to Mall Opening Hours,,,,,On Tat Shopping Centre,,False,False,K05,False
False,True,False,False,"2/F, Hiu Lai Shopping Centre, Hiu Lai Court, 21 Hiu Kwong Street, Kwun Tong (With Voice Navigation ATM)",False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Hiu Lai Shopping Centre,,False,False,K05,False
False,True,False,False,"G/F, Lobby, 130 Hip Wo Street, Kwun Tong",False,False,N,False,NA,True,24-hours,,,,,United Christian Hospital,,False,False,K05,False
False,True,False,True,MTR  Lam Tin Station  (near Exit A),False,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Lam Tin Station,,False,False,K05,False
False,True,False,False,"Shop 50A, 1/F, Laguna Plaza, Lam Tin",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Laguna Plaza Automated Banking Centre,,False,False,K05,False
False,True,False,True,MTR Yau Tong Station (near Exit A1) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Yau Tong Station,,False,False,K05,False
True,True,False,True,"Shop No. 103, First Floor, Domain, Yau Tong",True,False,N,False,942,True,Mon. - Sun. : 11:30 - 19:30,Accounts Opening or Enquiry (Personal) <br/>Know more on iPoint www.hangseng.com/iPoint,11:30 - 19:30,11:30 - 19:30,11:30 - 19:30,Yau Tong Sales and Service Centre,iPoint,False,False,K05,False
False,True,False,False,MTR Tai Wo Hau Station (near Exit A),True,False,,False,NA,False,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tai Wo Hau Station,,False,False,N01,False
True,True,False,False,MTR Tsuen Wan Station (near Exit C) (With Voice Navigation ATM),True,True,6:00pm,True,328,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,MTR Tsuen Wan Station (MTR Station Office),MTR,False,False,N01,True
False,True,False,False,MTR Tsuen Wan Station  (near Exit A)<br/>MTR Tsuen Wan Station  (paid concourse),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tsuen Wan Station,,False,False,N01,False
False,True,False,True,MTR Tsuen Wan West Station (near Exit E) (With Voice Navigation ATM),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tsuen Wan West Station,,False,False,N01,False
False,True,False,False,"Shop No 5, Second Floor, Tsuen Kam Centre, Tsuen Wan",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Tsuen Kam Centre Automated Banking Centre,,False,False,N01,False
True,True,False,True,30 Tai Ho Road,True,True,5:30pm,True,276,True,24 Hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Tai Ho Road Branch,BR,True,False,N01,True
False,True,True,False,"Shop No. 1008, 1/F, KOLOUR Tsuen Wan I, 68 Chung On Street (With Foreign Currency ATM)",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Tsuen Wan KOLOUR Automated Banking Centre,,False,False,N01,False
False,True,False,False,"Shop D, Hang Seng Tsuen Wan Building, 48 Ham Tin Street",True,True,5:30pm,False,NA,True,24 Hours,,,,,Hang Seng Tsuen Wan Building Automated Banking Centre,,False,False,N01,False
False,True,False,False,"2/F, Tsuen Wan Plaza",False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Tsuen Wan Plaza (YATA),,False,False,N01,False
False,True,False,True,"Shop G36, G/F., Panda Place, 3 Tsuen Wah Street, Tsuen Wan",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Panda Place Automated Banking Centre,,False,False,N01,False
False,True,False,False,"G/F, Cable Tower, 9 Hoi Shing Road",False,False,N,False,NA,True,24-hours,,,,,Cable TV Tower,,False,False,N01,False
False,True,False,False,"Shop No.G7A, Belvedere Garden Shopping Centre, 620 Castle Peak Road, Tsuen Wan",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Belvedere Garden Automated Banking Centre,,False,False,N01,False
False,True,False,False,"G/F, Hong Kong Adventist Hospital, 199 Tsuen King Circuit, Tsuen Wan, N.T., Hong Kong",False,False,N,False,NA,True,24-hours,,,,,Tsuen Wan Hong Kong Adventist Hospital,,False,False,N01,False
False,True,False,False,MTR Siu Hong Station (near Exit B),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Siu Hong Station,,False,False,N02,False
False,True,False,True,MTR Tuen Mun Station (near Exit F1) (With Voice Navigation ATM),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tuen Mun Station,,False,False,N02,False
False,True,False,False,"Level 3, Leung King Plaza, 31 Tin King Road, Tuen Mun",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Leung King Plaza,,False,False,N02,False
False,True,False,False,"1/F, Market Complex, Tai Hing Estate, Tuen Mun",False,False,N,False,NA,True,24-hours,,,,,Tai Hing Estate,,False,False,N02,False
False,True,True,False,"Shop 36, Upper G/F, Tuen Mun Town Plaza, Phase II (With Foreign Currency ATM)",True,True,5:30PM,False,NA,True,Subject to Mall Opening Hours,,,,,Tuen Mun Town Plaza Automated Banking Centre,,False,False,N02,False
True,True,False,False,"Shops 6 & 7, Ming Wai Building, Nos. 4-26 Tuen Mun Heung Sze Wui Road",True,True,5:30pm,True,937,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Tuen Mun Heung Sze Wui Road Branch,BR,False,False,N02,True
False,True,False,False,"G/F Zone S, H.A.N.D.S Yau Oi Estate, Yau Oi Road, Tuen Mun",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,H.A.N.D.S,,False,False,N02,False
False,True,False,False,MTR Tin Shui Wai Station (near Exit A),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tin Shui Wai Station,,False,False,N03,False
False,True,False,False,"1/F, Tin Shing Shopping Centre, Tin Shing Court, Tin Shui Wai",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Tin Shing Shopping Centre,,False,False,N03,False
True,True,False,True,"Shop 122, 1/F, Fortune Kingswood, Phase II (With Voice Navigation ATM)",True,True,5:30pm,True,365,True,Subject to Mall Opening Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Fortune Kingswood Branch,BR,False,False,N03,True
False,True,False,False,Tin Shui Shopping Centre (With Voice Navigation ATM),False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Tin Shui Shopping Centre,,False,False,N03,False
